Batch,CourseTitle,SeatRollNo,Credit Hours,Total Marks,Delivery Format,TotalMarks
18TL,Applied Physics,18TL75,1,50,Practical,37
18TL,Applied Physics,18TL77,1,50,Practical,28
18TL,Applied Physics,18TL81,1,50,Practical,30
18TL,Applied Physics,18TL87,1,50,Practical,31
18TL,Applied Physics,18TL89,1,50,Practical,33
18TL,Applied Physics,18TL91,1,50,Practical,25
18TL,Applied Physics,18TL101,1,50,Practical,33
18TL,Applied Physics,18TL103,1,50,Practical,20
18TL,Applied Physics,18TL107,1,50,Practical,27
18TL,Applied Physics,18TL111,1,50,Practical,30
18TL,Applied Physics,18TL117,1,50,Practical,21
18TL,Applied Physics,18TL119,1,50,Practical,30
18TL,Applied Physics,18TL121,1,50,Practical,38
18TL,Applied Physics,18TL123,1,50,Practical,25
18TL,Applied Physics,18TL125,1,50,Practical,20
18TL,Applied Physics,18-17TL79,1,50,Practical,5
18TL,Applied Physics,18TL03,3,100,Theory,71
18TL,Applied Physics,18TL05,3,100,Theory,88
18TL,Applied Physics,18TL07,3,100,Theory,74
18TL,Applied Physics,18TL09,3,100,Theory,77
18TL,Applied Physics,18TL13,3,100,Theory,41
18TL,Applied Physics,18TL15,3,100,Theory,43
18TL,Applied Physics,18TL17,3,100,Theory,25
18TL,Applied Physics,18TL19,3,100,Theory,51
18TL,Applied Physics,18TL23,3,100,Theory,82
18TL,Applied Physics,18TL25,3,100,Theory,44
18TL,Applied Physics,18TL31,3,100,Theory,73
18TL,Applied Physics,18TL33,3,100,Theory,78
18TL,Applied Physics,18TL35,3,100,Theory,77
18TL,Applied Physics,18TL37,3,100,Theory,66
18TL,Applied Physics,18TL39,3,100,Theory,68
18TL,Applied Physics,18TL43,3,100,Theory,79
18TL,Applied Physics,18TL45,3,100,Theory,53
18TL,Applied Physics,18TL47,3,100,Theory,57
18TL,Applied Physics,18TL49,3,100,Theory,76
18TL,Applied Physics,18TL51,3,100,Theory,72
18TL,Applied Physics,18TL55,3,100,Theory,86
18TL,Applied Physics,18TL57,3,100,Theory,38
18TL,Applied Physics,18TL59,3,100,Theory,34
18TL,Applied Physics,18TL61,3,100,Theory,68
18TL,Applied Physics,18TL63,3,100,Theory,68
18TL,Applied Physics,18TL71,3,100,Theory,81
18TL,Applied Physics,18TL73,3,100,Theory,33
18TL,Applied Physics,18TL75,3,100,Theory,51
18TL,Applied Physics,18TL77,3,100,Theory,42
18TL,Applied Physics,18TL81,3,100,Theory,73
18TL,Applied Physics,18TL87,3,100,Theory,51
18TL,Applied Physics,18TL89,3,100,Theory,40
18TL,Applied Physics,18TL91,3,100,Theory,57
18TL,Applied Physics,18TL101,3,100,Theory,70
18TL,Applied Physics,18TL103,3,100,Theory,32
18TL,Applied Physics,18TL107,3,100,Theory,50
18TL,Applied Physics,18TL111,3,100,Theory,56
18TL,Applied Physics,18TL117,3,100,Theory,52
18TL,Applied Physics,18TL119,3,100,Theory,64
18TL,Applied Physics,18TL121,3,100,Theory,81
18TL,Applied Physics,18TL123,3,100,Theory,65
18TL,Applied Physics,18TL125,3,100,Theory,40
18TL,Applied Physics,18-17TL79,3,100,Theory,44
18TL,Applied Physics,18TL02,3,100,Theory,83
18TL,Applied Physics,18TL04,3,100,Theory,87
18TL,Applied Physics,18TL06,3,100,Theory,75
18TL,Applied Physics,18TL08,3,100,Theory,61
18TL,Applied Physics,18TL10,3,100,Theory,78
18TL,Applied Physics,18TL14,3,100,Theory,64
18TL,Applied Physics,18TL16,3,100,Theory,43
18TL,Applied Physics,18TL18,3,100,Theory,34
18TL,Applied Physics,18TL20,3,100,Theory,36
18TL,Applied Physics,18TL22,3,100,Theory,75
18TL,Applied Physics,18TL24,3,100,Theory,64
18TL,Applied Physics,18TL26,3,100,Theory,67
18TL,Applied Physics,18TL28,3,100,Theory,73
18TL,Applied Physics,18TL30,3,100,Theory,66
18TL,Applied Physics,18TL34,3,100,Theory,58
18TL,Applied Physics,18TL36,3,100,Theory,60
18TL,Applied Physics,18TL40,3,100,Theory,56
18TL,Applied Physics,18TL42,3,100,Theory,67
18TL,Applied Physics,18TL44,3,100,Theory,57
18TL,Applied Physics,18TL48,3,100,Theory,39
18TL,Applied Physics,18TL50,3,100,Theory,75
18TL,Applied Physics,18TL52,3,100,Theory,34
18TL,Applied Physics,18TL58,3,100,Theory,55
18TL,Applied Physics,18TL62,3,100,Theory,66
18TL,Applied Physics,18TL70,3,100,Theory,24
18TL,Applied Physics,18TL72,3,100,Theory,32
18TL,Applied Physics,18TL74,3,100,Theory,69
18TL,Applied Physics,18TL76,3,100,Theory,56
18TL,Applied Physics,18TL80,3,100,Theory,68
18TL,Applied Physics,18TL82,3,100,Theory,80
18TL,Applied Physics,18TL84,3,100,Theory,63
18TL,Applied Physics,18TL86,3,100,Theory,45
18TL,Applied Physics,18TL88,3,100,Theory,50
18TL,Applied Physics,18TL90,3,100,Theory,52
18TL,Applied Physics,18TL102,3,100,Theory,75
18TL,Applied Physics,18TL106,3,100,Theory,50
18TL,Applied Physics,18TL108,3,100,Theory,50
18TL,Applied Physics,18TL110,3,100,Theory,58
18TL,Applied Physics,18TL116,3,100,Theory,50
18TL,Applied Physics,18TL118,3,100,Theory,73
18TL,Applied Physics,18TL120,3,100,Theory,60
18TL,Applied Physics,18TL122,3,100,Theory,51
18TL,Functional English,18TL03,3,100,Theory,80
18TL,Functional English,18TL05,3,100,Theory,91
18TL,Functional English,18TL07,3,100,Theory,79
18TL,Functional English,18TL09,3,100,Theory,85
18TL,Functional English,18TL13,3,100,Theory,77
18TL,Functional English,18TL15,3,100,Theory,83
18TL,Functional English,18TL17,3,100,Theory,66
18TL,Functional English,18TL19,3,100,Theory,84
18TL,Functional English,18TL23,3,100,Theory,84
18TL,Functional English,18TL25,3,100,Theory,74
18TL,Functional English,18TL31,3,100,Theory,78
18TL,Functional English,18TL33,3,100,Theory,78
18TL,Functional English,18TL35,3,100,Theory,84
18TL,Functional English,18TL37,3,100,Theory,87
18TL,Functional English,18TL39,3,100,Theory,79
18TL,Functional English,18TL43,3,100,Theory,84
18TL,Functional English,18TL45,3,100,Theory,86
18TL,Functional English,18TL47,3,100,Theory,91
18TL,Functional English,18TL49,3,100,Theory,90
18TL,Functional English,18TL51,3,100,Theory,78
18TL,Functional English,18TL55,3,100,Theory,81
18TL,Functional English,18TL57,3,100,Theory,65
18TL,Functional English,18TL59,3,100,Theory,75
18TL,Functional English,18TL61,3,100,Theory,87
18TL,Functional English,18TL63,3,100,Theory,69
18TL,Functional English,18TL71,3,100,Theory,81
18TL,Functional English,18TL73,3,100,Theory,81
18TL,Functional English,18TL75,3,100,Theory,81
18TL,Functional English,18TL77,3,100,Theory,69
18TL,Functional English,18TL81,3,100,Theory,79
18TL,Functional English,18TL87,3,100,Theory,82
18TL,Functional English,18TL89,3,100,Theory,65
18TL,Functional English,18TL91,3,100,Theory,71
18TL,Functional English,18TL101,3,100,Theory,71
18TL,Functional English,18TL103,3,100,Theory,76
18TL,Functional English,18TL107,3,100,Theory,73
18TL,Functional English,18TL111,3,100,Theory,77
18TL,Functional English,18TL117,3,100,Theory,74
18TL,Functional English,18TL119,3,100,Theory,74
18TL,Functional English,18TL121,3,100,Theory,82
18TL,Functional English,18TL123,3,100,Theory,77
18TL,Functional English,18TL125,3,100,Theory,68
18TL,Functional English,18-17TL79,3,100,Theory,70
18TL,Functional English,18TL02,3,100,Theory,90
18TL,Functional English,18TL04,3,100,Theory,88
18TL,Functional English,18TL06,3,100,Theory,94
18TL,Functional English,18TL08,3,100,Theory,85
18TL,Functional English,18TL10,3,100,Theory,89
18TL,Functional English,18TL14,3,100,Theory,84
18TL,Functional English,18TL16,3,100,Theory,55
18TL,Functional English,18TL18,3,100,Theory,71
18TL,Functional English,18TL20,3,100,Theory,74
18TL,Functional English,18TL22,3,100,Theory,77
18TL,Functional English,18TL24,3,100,Theory,78
18TL,Functional English,18TL26,3,100,Theory,75
18TL,Functional English,18TL28,3,100,Theory,78
18TL,Functional English,18TL30,3,100,Theory,82
18TL,Functional English,18TL34,3,100,Theory,79
18TL,Functional English,18TL36,3,100,Theory,72
18TL,Functional English,18TL40,3,100,Theory,79
18TL,Functional English,18TL42,3,100,Theory,82
18TL,Functional English,18TL44,3,100,Theory,74
18TL,Functional English,18TL48,3,100,Theory,78
18TL,Functional English,18TL50,3,100,Theory,87
18TL,Functional English,18TL52,3,100,Theory,80
18TL,Functional English,18TL58,3,100,Theory,83
18TL,Functional English,18TL62,3,100,Theory,77
18TL,Functional English,18TL70,3,100,Theory,36
18TL,Functional English,18TL72,3,100,Theory,51
18TL,Functional English,18TL74,3,100,Theory,86
18TL,Functional English,18TL76,3,100,Theory,79
18TL,Functional English,18TL80,3,100,Theory,84
18TL,Functional English,18TL82,3,100,Theory,93
18TL,Functional English,18TL84,3,100,Theory,77
18TL,Functional English,18TL86,3,100,Theory,78
18TL,Functional English,18TL88,3,100,Theory,66
18TL,Functional English,18TL90,3,100,Theory,62
18TL,Functional English,18TL102,3,100,Theory,84
18TL,Functional English,18TL106,3,100,Theory,81
18TL,Functional English,18TL108,3,100,Theory,67
18TL,Functional English,18TL110,3,100,Theory,85
18TL,Functional English,18TL116,3,100,Theory,71
18TL,Functional English,18TL118,3,100,Theory,90
18TL,Functional English,18TL120,3,100,Theory,76
18TL,Functional English,18TL122,3,100,Theory,71
18TL,Object Oriented Programming,18TL03,1,50,Practical,45
18TL,Object Oriented Programming,18TL05,1,50,Practical,40
18TL,Object Oriented Programming,18TL07,1,50,Practical,40
18TL,Object Oriented Programming,18TL09,1,50,Practical,43
18TL,Object Oriented Programming,18TL13,1,50,Practical,35
18TL,Object Oriented Programming,18TL15,1,50,Practical,40
18TL,Object Oriented Programming,18TL17,1,50,Practical,35
18TL,Object Oriented Programming,18TL19,1,50,Practical,44
18TL,Object Oriented Programming,18TL23,1,50,Practical,33
18TL,Object Oriented Programming,18TL25,1,50,Practical,35
18TL,Object Oriented Programming,18TL31,1,50,Practical,44
18TL,Object Oriented Programming,18TL33,1,50,Practical,43
18TL,Object Oriented Programming,18TL35,1,50,Practical,42
18TL,Object Oriented Programming,18TL37,1,50,Practical,42
18TL,Object Oriented Programming,18TL39,1,50,Practical,42
18TL,Object Oriented Programming,18TL43,1,50,Practical,43
18TL,Object Oriented Programming,18TL45,1,50,Practical,42
18TL,Object Oriented Programming,18TL47,1,50,Practical,33
18TL,Object Oriented Programming,18TL49,1,50,Practical,39
18TL,Object Oriented Programming,18TL51,1,50,Practical,41
18TL,Object Oriented Programming,18TL55,1,50,Practical,43
18TL,Object Oriented Programming,18TL57,1,50,Practical,42
18TL,Object Oriented Programming,18TL59,1,50,Practical,38
18TL,Object Oriented Programming,18TL61,1,50,Practical,35
18TL,Object Oriented Programming,18TL63,1,50,Practical,39
18TL,Object Oriented Programming,18TL71,1,50,Practical,43
18TL,Object Oriented Programming,18TL73,1,50,Practical,30
18TL,Object Oriented Programming,18TL75,1,50,Practical,40
18TL,Object Oriented Programming,18TL77,1,50,Practical,37
18TL,Object Oriented Programming,18TL81,1,50,Practical,42
18TL,Object Oriented Programming,18TL87,1,50,Practical,42
18TL,Object Oriented Programming,18TL89,1,50,Practical,35
18TL,Object Oriented Programming,18TL91,1,50,Practical,32
18TL,Object Oriented Programming,18TL101,1,50,Practical,39
18TL,Object Oriented Programming,18TL103,1,50,Practical,30
18TL,Object Oriented Programming,18TL107,1,50,Practical,34
18TL,Object Oriented Programming,18TL111,1,50,Practical,38
18TL,Object Oriented Programming,18TL117,1,50,Practical,34
18TL,Object Oriented Programming,18TL119,1,50,Practical,37
18TL,Object Oriented Programming,18TL121,1,50,Practical,43
18TL,Object Oriented Programming,18TL123,1,50,Practical,42
18TL,Object Oriented Programming,18TL125,1,50,Practical,34
18TL,Object Oriented Programming,18-17TL79,1,50,Practical,12
18TL,Object Oriented Programming,18TL03,3,100,Theory,75
18TL,Object Oriented Programming,18TL05,3,100,Theory,63
18TL,Object Oriented Programming,18TL07,3,100,Theory,78
18TL,Object Oriented Programming,18TL09,3,100,Theory,80
18TL,Object Oriented Programming,18TL13,3,100,Theory,35
18TL,Object Oriented Programming,18TL15,3,100,Theory,52
18TL,Object Oriented Programming,18TL17,3,100,Theory,8
18TL,Object Oriented Programming,18TL19,3,100,Theory,87
18TL,Object Oriented Programming,18TL23,3,100,Theory,66
18TL,Object Oriented Programming,18TL25,3,100,Theory,40
18TL,Object Oriented Programming,18TL31,3,100,Theory,78
18TL,Object Oriented Programming,18TL33,3,100,Theory,68
18TL,Object Oriented Programming,18TL35,3,100,Theory,66
18TL,Object Oriented Programming,18TL37,3,100,Theory,60
18TL,Object Oriented Programming,18TL39,3,100,Theory,75
18TL,Object Oriented Programming,18TL43,3,100,Theory,91
18TL,Object Oriented Programming,18TL45,3,100,Theory,66
18TL,Object Oriented Programming,18TL47,3,100,Theory,60
18TL,Object Oriented Programming,18TL49,3,100,Theory,56
18TL,Object Oriented Programming,18TL51,3,100,Theory,61
18TL,Object Oriented Programming,18TL55,3,100,Theory,90
18TL,Object Oriented Programming,18TL57,3,100,Theory,75
18TL,Object Oriented Programming,18TL59,3,100,Theory,19
18TL,Object Oriented Programming,18TL61,3,100,Theory,29
18TL,Object Oriented Programming,18TL63,3,100,Theory,60
18TL,Object Oriented Programming,18TL71,3,100,Theory,85
18TL,Object Oriented Programming,18TL73,3,100,Theory,16
18TL,Object Oriented Programming,18TL75,3,100,Theory,61
18TL,Object Oriented Programming,18TL77,3,100,Theory,30
18TL,Object Oriented Programming,18TL81,3,100,Theory,90
18TL,Object Oriented Programming,18TL87,3,100,Theory,60
18TL,Object Oriented Programming,18TL89,3,100,Theory,36
18TL,Object Oriented Programming,18TL91,3,100,Theory,26
18TL,Object Oriented Programming,18TL101,3,100,Theory,66
18TL,Object Oriented Programming,18TL103,3,100,Theory,15
18TL,Object Oriented Programming,18TL107,3,100,Theory,24
18TL,Object Oriented Programming,18TL111,3,100,Theory,50
18TL,Object Oriented Programming,18TL117,3,100,Theory,40
18TL,Object Oriented Programming,18TL119,3,100,Theory,32
18TL,Object Oriented Programming,18TL121,3,100,Theory,93
18TL,Object Oriented Programming,18TL123,3,100,Theory,75
18TL,Object Oriented Programming,18TL125,3,100,Theory,29
18TL,Object Oriented Programming,18-17TL79,3,100,Theory,22
18TL,Object Oriented Programming,18TL02,3,100,Theory,87
18TL,Object Oriented Programming,18TL04,3,100,Theory,85
18TL,Object Oriented Programming,18TL06,3,100,Theory,89
18TL,Object Oriented Programming,18TL08,3,100,Theory,63
18TL,Object Oriented Programming,18TL10,3,100,Theory,75
18TL,Object Oriented Programming,18TL14,3,100,Theory,70
18TL,Object Oriented Programming,18TL16,3,100,Theory,13
18TL,Object Oriented Programming,18TL18,3,100,Theory,15
18TL,Object Oriented Programming,18TL20,3,100,Theory,17
18TL,Object Oriented Programming,18TL22,3,100,Theory,69
18TL,Object Oriented Programming,18TL24,3,100,Theory,51
18TL,Object Oriented Programming,18TL26,3,100,Theory,51
18TL,Object Oriented Programming,18TL28,3,100,Theory,20
18TL,Object Oriented Programming,18TL30,3,100,Theory,58
18TL,Object Oriented Programming,18TL34,3,100,Theory,50
18TL,Object Oriented Programming,18TL36,3,100,Theory,50
18TL,Object Oriented Programming,18TL40,3,100,Theory,51
18TL,Object Oriented Programming,18TL42,3,100,Theory,20
18TL,Object Oriented Programming,18TL44,3,100,Theory,28
18TL,Object Oriented Programming,18TL50,3,100,Theory,56
18TL,Object Oriented Programming,18TL58,3,100,Theory,31
18TL,Object Oriented Programming,18TL62,3,100,Theory,57
18TL,Object Oriented Programming,18TL74,3,100,Theory,71
18TL,Object Oriented Programming,18TL76,3,100,Theory,23
18TL,Object Oriented Programming,18TL80,3,100,Theory,55
18TL,Object Oriented Programming,18TL82,3,100,Theory,64
18TL,Object Oriented Programming,18TL84,3,100,Theory,66
18TL,Object Oriented Programming,18TL86,3,100,Theory,23
18TL,Object Oriented Programming,18TL88,3,100,Theory,28
18TL,Object Oriented Programming,18TL90,3,100,Theory,60
18TL,Object Oriented Programming,18TL102,3,100,Theory,81
18TL,Object Oriented Programming,18TL106,3,100,Theory,30
18TL,Object Oriented Programming,18TL108,3,100,Theory,13
18TL,Object Oriented Programming,18TL110,3,100,Theory,50
18TL,Object Oriented Programming,18TL116,3,100,Theory,16
18TL,Object Oriented Programming,18TL118,3,100,Theory,68
18TL,Object Oriented Programming,18TL120,3,100,Theory,52
18TL,Object Oriented Programming,18TL122,3,100,Theory,16
18TL,Object Oriented Programming,18TL02,1,50,Practical,46
18TL,Object Oriented Programming,18TL04,1,50,Practical,45
18TL,Object Oriented Programming,18TL06,1,50,Practical,40
18TL,Object Oriented Programming,18TL08,1,50,Practical,42
18TL,Object Oriented Programming,18TL10,1,50,Practical,43
18TL,Object Oriented Programming,18TL14,1,50,Practical,42
18TL,Object Oriented Programming,18TL16,1,50,Practical,30
18TL,Object Oriented Programming,18TL18,1,50,Practical,34
18TL,Object Oriented Programming,18TL20,1,50,Practical,35
18TL,Object Oriented Programming,18TL22,1,50,Practical,42
18TL,Object Oriented Programming,18TL24,1,50,Practical,38
18TL,Object Oriented Programming,18TL26,1,50,Practical,40
18TL,Object Oriented Programming,18TL28,1,50,Practical,42
18TL,Object Oriented Programming,18TL30,1,50,Practical,37
18TL,Object Oriented Programming,18TL34,1,50,Practical,37
18TL,Object Oriented Programming,18TL36,1,50,Practical,39
18TL,Object Oriented Programming,18TL40,1,50,Practical,38
18TL,Object Oriented Programming,18TL42,1,50,Practical,34
18TL,Object Oriented Programming,18TL44,1,50,Practical,38
18TL,Object Oriented Programming,18TL50,1,50,Practical,40
18TL,Object Oriented Programming,18TL58,1,50,Practical,34
18TL,Object Oriented Programming,18TL62,1,50,Practical,40
18TL,Object Oriented Programming,18TL74,1,50,Practical,40
18TL,Object Oriented Programming,18TL76,1,50,Practical,37
18TL,Object Oriented Programming,18TL80,1,50,Practical,38
18TL,Object Oriented Programming,18TL82,1,50,Practical,40
18TL,Object Oriented Programming,18TL84,1,50,Practical,39
18TL,Object Oriented Programming,18TL86,1,50,Practical,37
18TL,Object Oriented Programming,18TL88,1,50,Practical,33
18TL,Object Oriented Programming,18TL90,1,50,Practical,40
18TL,Object Oriented Programming,18TL102,1,50,Practical,42
18TL,Object Oriented Programming,18TL106,1,50,Practical,36
18TL,Object Oriented Programming,18TL108,1,50,Practical,30
18TL,Object Oriented Programming,18TL110,1,50,Practical,39
18TL,Object Oriented Programming,18TL116,1,50,Practical,33
18TL,Object Oriented Programming,18TL118,1,50,Practical,42
18TL,Object Oriented Programming,18TL120,1,50,Practical,36
18TL,Object Oriented Programming,18TL122,1,50,Practical,35
18TL,Linear Algebra and Analytical Geometry,18TL03,3,100,Theory,93
18TL,Linear Algebra and Analytical Geometry,18TL05,3,100,Theory,89
18TL,Linear Algebra and Analytical Geometry,18TL07,3,100,Theory,92
18TL,Linear Algebra and Analytical Geometry,18TL09,3,100,Theory,94
18TL,Linear Algebra and Analytical Geometry,18TL13,3,100,Theory,50
18TL,Linear Algebra and Analytical Geometry,18TL15,3,100,Theory,51
18TL,Linear Algebra and Analytical Geometry,18TL17,3,100,Theory,32
18TL,Linear Algebra and Analytical Geometry,18TL19,3,100,Theory,92
18TL,Linear Algebra and Analytical Geometry,18TL23,3,100,Theory,87
18TL,Linear Algebra and Analytical Geometry,18TL25,3,100,Theory,75
18TL,Linear Algebra and Analytical Geometry,18TL31,3,100,Theory,86
18TL,Linear Algebra and Analytical Geometry,18TL33,3,100,Theory,95
18TL,Linear Algebra and Analytical Geometry,18TL35,3,100,Theory,93
18TL,Linear Algebra and Analytical Geometry,18TL37,3,100,Theory,67
18TL,Linear Algebra and Analytical Geometry,18TL39,3,100,Theory,87
18TL,Linear Algebra and Analytical Geometry,18TL43,3,100,Theory,96
18TL,Linear Algebra and Analytical Geometry,18TL45,3,100,Theory,66
18TL,Linear Algebra and Analytical Geometry,18TL47,3,100,Theory,51
18TL,Linear Algebra and Analytical Geometry,18TL49,3,100,Theory,66
18TL,Linear Algebra and Analytical Geometry,18TL51,3,100,Theory,81
18TL,Linear Algebra and Analytical Geometry,18TL55,3,100,Theory,98
18TL,Linear Algebra and Analytical Geometry,18TL57,3,100,Theory,68
18TL,Linear Algebra and Analytical Geometry,18TL59,3,100,Theory,50
